Company Name,Address,PO Box,Phone,Fax,Email,Website,Business Activity
Gypsum Works in Dubai | S3T Koncepts,"Suite 1, Unit 1801, 18th Floor, Burlington Tower,B",235257,+97145590211,+97145590299,s3tkonceptsdubai@gmail.com,http://www.interior-design-company-in-dubai.blogsp,"Interior Design, Door manufacturer, exhibition stands, villa interior design, pergola interior desig"
H & M Design LLC,Dubai,113237,04-3355430,04-3355490,,www.handmdesign.com,Interior Designers & Consultants
H L A INTERIOR DESIGN COMPANY – L L C,Abu Dhabi,73776,02-6777187,02-6778556,,,Decor Design And Execution
H L A INTERIOR DESIGN COMPANY – L L C,Abu Dhabi,73776,02-6777187,02-6778556,,,General Contracting
H L A INTERIOR DESIGN COMPANY – L L C,Abu Dhabi,73776,02-6777187,02-6778556,,,Building General Maintenance
H2O Concepts,Dubai,37843,04-3404050,04-3404411,,www.hoconcepts.com,Interior Designers & Consultants
HAMILTON DESIGN INTERNATIONAL,Dubai,50861,04-3400911,04-3400910,,www.hamiltondesign.org,INTERIOR DECORATORS Design & fit-out of commercial
HAMILTON DESIGN INTERNATIONAL CO. (L.L.C),Dubai,50861,04-3400911,04-3400910,,www.hamillondesign.org,Interior Decoration
HARMONY INTERIOR DESIGN,Abu Dhabi,8037,02-6794882,02-6794854,,,Home Furniture Trading
HARMONY INTERIOR DESIGN – Branch,Abu Dhabi,8037,02-6794882,02-6794854,,,Home Furniture Trading
HI TECH INTERIOR DESIGN,Dubai,39533,04-2276779,04-2276659,,,Painting Contracting
HI TECH INTERIOR DESIGN,Dubai,39533,04-2276779,04-2276659,,,Interior Decoration
HI TECH INTERIOR DESIGN,Dubai,39533,04-2276779,04-2276659,,,Carpentry & Flooring Contracting
HI TECH INTERIOR DESIGN,Dubai,39533,04-2276779,04-2276659,,,Floor & Wall Tiling Works
HIND DECORATION & INTERIOR DESIGN WORKS,Dubai,113133,04-2668815,04-2668814,,,Interior Decoration
HIYAM DESIGNS LLC,Al Qouz IND AREA,410162,+971 4 425 9850,+971 4 425 9851,info@hiyamdesigns.com,http://hiyamdesigns.com,"Turnkey Interior Fit-out , Exhibition Stand , Event Management"
HLA Interior Design,Abu Dhabi- Najda Street,73776,02-6777187,02-6778556,,www.hlakl.com,Interior Decorators
HORIZON STAR INTERNATIONAL INTERIOR DESIGN WORKS (,Dubai,97712,,04-3904435,,,Landscaping Works
HORIZON STAR INTERNATIONAL INTERIOR DESIGN WORKS (,Dubai,97712,,04-3904435,,,Interior Decoration
HORIZON STAR INTERNATIONAL INTERIOR DESIGN WORKS (,Dubai,97712,,04-3904435,,,Painting Contracting
HORIZON STAR INTERNATIONAL INTERIOR DESIGN WORKS (,Dubai,97712,,04-3904435,,,Partitions & False Ceilings Contracting
HORIZON STAR INTERNATIONAL INTERIOR DESIGN WORKS (,Dubai,97712,,04-3904435,,,Insulation Contracting
HORIZON STAR INTERNATIONAL INTERIOR DESIGN WORKS (,Dubai,97712,,04-3904435,,,Floor & Wall Tiling Works
HOSPITALITY & LEISURE ASSOCIATES FZ LLC,Dubai-Dubai Media City,500451,04-3671255,04-3672563,,,Interior Design
HTS Interior Design LLC,"AL Quoz 3, Sheikh Zayed rd",124791,043306217,043306218,info@htsinteriors.com,http://www.htsinteriors.com,"Interior Design, Interior Fit-out, Interior Architecture, Bespoke Furniture"
HTS Interior Design LLC,F-38 Curve building,124791,+97143306217,+97143306218,info@htsinteriors.com,http://www.htsinteriors.com,"Interior Design, Interior Fit-out, Interior Decoration, Refurbishment, Remodelling"
HTS Interior Design LLC,"Sheikh Zayed RD, Al quoz 3",124791,043306217,043306218,info@htsinteriors.com,www.htsinteriors.com,"Interior Design, Interior Fit-out, Bespoke Furniture, Interior Renovation"
HTS Interior Design LLC,F-38 Curve building,124791,+97143306217,+97143306218,info@htsinteriors.com,http://www.htsinteriors.com,"Interior Designing, Interior Fit-out, Interior Space Planning, Interior Decoration"
HTS Interior Design LLC,"AL Quoz 4, Sheikh Zayed Road, Dubai",124791,043306217,043306218,info@htsinteriors.com,http://www.htsinteriors.com,"Interior Design, Fit-out Dubai, Interior Fit-Out Dubai, Interior Decorators"
HTS Interior Design LLC,"AL Quoz 3, Sheikh Zayed rd",124791,043306217,043306218,info@htsinteriors.com,http://www.htsinteriors.com,"Interior Design, Interior Fit-out, Interior Architecture, Bespoke Furniture"
HTS Interior Design LLC,F-38 Curve building,124791,+97143306217,+97143306218,info@htsinteriors.com,http://www.htsinteriors.com,"Interior Designing, Interior Fit-out, Interior Space Planning, Interior Decoration"
HTS Interior Design LLC,"AL Quoz 4, Sheikh Zayed Road, Dubai",124791,043306217,043306218,info@htsinteriors.com,http://www.htsinteriors.com,"Interior Design, Fit-out Dubai, Interior Fit-Out Dubai, Interior Decorators"
HTS Interior Design LLC,F-38 Curve building,124791,+97143306217,+97143306218,info@htsinteriors.com,http://www.htsinteriors.com,"Interior Design, Interior Fit-out, Interior Decoration, Refurbishment, Remodelling"
HYSSNA INTERNATIONAL INTERIORS DESIGN (L.L.C),Dubai,6498,04-3359833,04-3359855,,,Interior Decoration
Hamilton Design International Co. (LLC),Dubai,50861,04-3400911,04-3400910,,www.hamiltondesign.org,Interior Designers & Consultants
Hamilton Design International Co. LLC,Dubai,50861,04-3400911,04-3400910,,www.hamiltondesign.org,Interior Designers & Consultants
Hamilton Design International Co. LLC,Dubai,50861,04-3400911,04-3400910,,www.hamiltondesign.org,Interior Decorators
Harmony Interior Design,Abu Dhabi ,8037,02-6794882,02-6794854,, ,Interior Decorators
Harmony Interior Design,Abu Dhabi,8037,02-6794882,02-6794854,,,Interior Decorators
Harmony Look Design,Dubai,99030,04-3217881,04-3217882,, ,Interior Designers & Consultants
Hassan Ahmed Decoration,Dubai,1834,04-2288875,04-2273585,, ,Interior Designers & Consultants
Hassan Ahmed Decoration,Dubai,1834,04-2288875,04-2273585,,,Interior Designers & Consultants
Hi Tech Interior Design,Dubai,39533,04-2276779,04-2223516,, ,Interior Designers & Consultants
Hi-tech Design Interior Designers & Contractors,Dubai,39533,04-2276779,04-2276659,,,Interior Designers & Consultants
High Line Interior Design,"Musaffah-42,Abu Dhabi -UAE",91375,026333076,026333076,highlineint@gmail.com,http://www.highlineint.com,Aluminium Fabrication
High Line Interior Design,M42 – Mussafah –,91375,0505915474,026333076,info@highlineint.com,http://www.highlineint.com,All type of Aluminium & Glass Works for Villas & Towers.     All Type of Aluminium Kitchen Cabin
Hirsch Bedner Associates,Dubai,60872,04-2241015,04-2241025,,www.hbadesign.com,Interior Designers & Consultants
Hirsch Bedner Associates,Dubai,60872,04-2241015,04-2241025,,www.hbadesign.com,Interior Designers & Consultants
Horizon Line Interior Design,Dubai – Port Saeed,25976,04-3555890,04-3554598,,www.horizonline-interior.com,Interior Decorators
Horizon Line Interior Design,Dubai,25976,04-2688897,04-2688894,,,Interior Designers & Consultants
Horizon Line Interior Design,Dubai – Port Saeed,25976,04-3555890,04-3554598,,www.horizonline-interior.com,Interior Designers & Consultants
Horizon Line Interior Design,Dubai,25976,04-2688897,04-2688894,,,Interior Decorators
HortonTech Interiors,Dubai,390984,+971 4 388 1163,+971 4 388 1163,info@hortontech.com,http://hortontech.com/,interor design
Hospitality & Leisure Associates FZ LLC,Dubai – Dubai Media City,500451,04-3671255,04-3672563,, ,Interior Designers & Consultants
House Of The World,Dubai,3992,04-3946588,04-3946577,,www.houseoftheworld.com,Interior Designers & Consultants
House of Folly FZ-LLC,"Building 1, unit B204, Dubai Design District",Office: Bu,+971444-30020,000000000,contact@houseoffolly.com,https://www.houseoffolly.com,home interior accessories and design services
Hts Interiors,"HTS INTERIORS, Dubai United Arab Emirates F38, Cur",124791,+971 (04) 3306217,+971 (04) 3306217,info@htsinteriors.com,http://www.htsinteriors.com,"Interior Design, Fit out , Consultancy"
Hyssna International LLC,Abu Dhabi,46641,02-6767525,02-6767526,,,Interior Designers & Consultants
Hyung Jin Building Cont Co. LLC,Sharjah,29649,06-5695948,06-5695947,,,Interior Designers & Consultants
I D DESIGN FZ LLC,Dubai-Dubai Media City,502363,04-3671055,04-3672523,,,Interior Consultancy
I DESIGN DETAILS (FZE),Sharjah-Sharjah Airport International Free Zone,,06-5573455,06-5573468,,,Interior Design Consultancy
I Design Details FZE,Sharjah- Saif Zone,9427,06-5573455,06-5573466,, ,Interior Decorators
I Design Details FZE,Sharjah-Sharjah Airport International Free Zone,9427,06-5573455,06-5573468,,,"Interior Design Consultancy. Import/ Export & Distribution of Home, Office Furniture & Accessories"
IBTEKAR INTERIOR DESIGN COMPANY – L L C,Abu Dhabi,3406,02-6763001,02-6764101,,,Decor Design And Execution
ICONIC DESIGN ENTERPRISE FZE,"8TH FLOOR, BUSINESS CENTER 4, BUSINESS PARK, RAS A",36762,+971528422574,+97172041010,iconic-design@rakfzbc.ae,http://www.iconic-architects.com,"Architecture, Interior, Project Management, Project Marketing, Web Design, Virtual Reality , VR , Pr"
ID Design (Easa Saleh Al Gurg Group),Dubai,325,04-2666751,04-2666281,,www.iddesignuae.com,Interior Decorators’ Supplies
ID Design (Easa Saleh Al Gurg Group),Dubai – Al Ittihad Road,325,04-2666751,04-2666281,,www.iddesignuae.com,Interior Decorators’ Supplies
ID Design Consultancy FZ LLC,Dubai – Dubai Media City,502363,04-3671054,04-3672523,, ,Interior Designers & Consultants
IDEAL ART INTERIORS DESIGN,Dubai,31767,04-4524237,04-3321231,,,Interior Decoration
IMAGE INTERIORS – L L C,Abu Dhabi,33769,02-6211332,02-6331227,,,Decor Design And Execution
IMMERSION INTERIOR DESIGN LLC.,"OASIS CENTER, 3RD FLOOR, OFFICE NO : 71, P.O. BOX",473827,43285200,043285206,immersiondesigns8@gmail.com,http://immersiondesigns.com,"Office fitout companies in Dubai, Office fitout companies in UAE"
IN CREATIVE INTERIORS DESIGN (L.L.C),Dubai,13334,,,,,Partitions & False Ceilings Contracting
IN CREATIVE INTERIORS DESIGN (L.L.C),Dubai,13334,,,,,Plumbing & Sanitary Contracting
IN CREATIVE INTERIORS DESIGN (L.L.C),Dubai,13334,,,,,Carpentry & Flooring Contracting
IN CREATIVE INTERIORS DESIGN (L.L.C),Dubai,13334,,,,,Painting Contracting
IN CREATIVE INTERIORS DESIGN (L.L.C),Dubai,13334,,,,,Engraving & Ornamentaion Works
IN CREATIVE INTERIORS DESIGN (L.L.C),Dubai,13334,,,,,Cladding Works
IN CREATIVE INTERIORS DESIGN (L.L.C),Dubai,13334,,,,,Floor & Wall Tiling Works
INNER SPACE INTERIOR DESIGN (L.L.C),Dubai,664,04-2666320,04-2669978,,,Interior Decoration
INSIGHT INTERIOR DESIGN (L.L.C),Dubai,60107,04-2724830,04-2724840,,,Interior Decoration
INSIGNIA INTERIOR DESIGN & DECRATION,Abu Dhabi,26789,,,,,Decoration Works
INSPIRATION INTERIORS,Abu Dhabi,44571,,,,,Decor Design And Execution
INTELLIDESIGN INTERIORS (L.L.C),Dubai,114447,04-2226777,04-2229006,,,Interior Decoration
INTERIOR DESIGN & MANAGEMENT CONSULTANTS (ITD),Dubai,87,04-3497111,04-3498330,,,Interior Decoration
INTERIOR DESIGN BUREAU,Al Ain,80726,03-7642772,03-7669540,,,Decor Design And Execution
INTERIOR MOTIVES FZ LLC,Dubai-Dubai Media City,72434,04-3671150,04-3672556,,,Interior Designing
INTERIOR MOTIVES FZ LLC,Dubai-Dubai Media City,,04-3671150,04-3672556,,www.interiormotivesdubai.com,Interior Designing
INTERIOR MOTIVES FZ LLC,Dubai – Dubai Media City (DMC),,04-3671150,04-3672556,,www.interiormotivesdubai.com,Interior Designing
INTERIOR SELECTIONS FURNITURE & DECOR LLC,Dubai,14512,04-3338352,04-3338327,,www.interiorselections.net,Exhibition Stands – Designers & Manufacturers
INTERIOR SELECTIONS FURNITURE & DECOR LLC,Dubai,14512,04-3338352,04-3338327,,,Furniture – Designers & Custom Builders
INTERIORS,Dubai,325,04-3370116,04-3367657,,,Furniture – Designers & Custom Builders
INTERIORS INTERNATIONAL INDUSTRIES LLC,Dubai,31881,04-3400055,04-3400054,,,Furniture – Designers & Custom Builders
INTERNAL LINE INTERIOR DESIGN (L.L.C),Dubai,49353,04-3434144,04-3437797,,www.ilidinterior.com,Interior Decoration
INTERNAL LINE INTERIOR DESIGN (L.L.C),Dubai,49353,04-3434144,04-3437797,,,Floor & Wall Tiling Works
INTERNAL LINE INTERIOR DESIGN (L.L.C),Dubai,49353,04-3434144,04-3437797,,www.ilidinterior.com,Partitions & False Ceilings Contracting
INTERNAL LINE INTERIOR DESIGN (L.L.C),Dubai,49353,04-3434144,04-3437797,,www.ilidinterior.com,Carpentry & Flooring Contracting
INTERNAL LINE INTERIOR DESIGN (L.L.C),Dubai,49353,04-3434144,04-3437797,,www.ilidinterior.com,Engraving & Ornamentaion Works
INTERNAL LINE INTERIOR DESIGN (L.L.C),Dubai,49353,04-3434144,04-3437797,,www.ilidinterior.com,Painting Contracting
INVENTOR’S DESIGN (L.L.C),Dubai,82202,04-2977884,04-2977441,,,Interior Decoration
IONS DESIGN,"Office 806 ,  International Business Tower, Al Ama",74642,+97144542675,+97144542674,social@ionsdesign.com,http://www.ionsdesign.com,"Interior Design, Interior Architecture, Interior Design&Consultancy"
IONS DESIGN,"International Business Tower, Business Bay Dubai U",74642,+97144542675,+97144542674,social@ionsdesign.com,http://www.ionsdesign.com/,"Interior Design, Interior Architecture, Interior Design&Consultancy"
ISG Asia (UAE),Ras Al Khaimah-RAK Free Zone,,050-8817694,,,,Interior Design Consultancy
ISG Asia (UAE),Ras Al Khaimah – RAK Free Zone,,,,,,Interior Design Consultancy
ISHAN ARCH INTERIORS DESIGN,Dubai,116483,04-3979674,04-3979675,,,Interior Decoration
ITAL DESIGN (L.L.C),Dubai,33943,04-3346838,04-3346824,,,Interior Decoration
IWG (Insigniaworldwide Group),"1708, Grosvenor Business Tower, Barsha Heights, Te",No P.O. Bo,+971-4-439-3434,,info@insigniaworldwide.com,http://www.insigniaworldwide.com,"Branding, Advertising, Digital, Interior Design, Digital Marketing, Digital Design & Development"
IWG – Insigniaworldwide Group,"1708, Grosvenor Business Tower, Barsha Heights, Te",75397,+971-4-439-3434,+971-4-439-3435,hello@insigniaworldwide.com,http://www.insigniaworldwide.com,"Branding agency,	Advertising agency,	Digital agency, Interior design company, Marketing agency"
Ibtikari LLC,Sharjah,31110,06-5676665,06-5676663,,www.ibtikari.ae,Interior Designers & Consultants
Icona Stella Interior Decoration Works LLC,"2502, Marina Plaza, Dubai Marina",236288,044527460,044527460,iconastella@mail.ru,http://www.iconastella.com,"Interior Design, Fit-Out, Interior Decoration, Construction"
Idea Art Interior Design,"Office 103, Buheirah building, Al Majaz Area, Shar",0000,00971-6-5735533,00971-6-5735533,info@idea-art.ae,http://www.idea-art.ae,"interior design companies in dubai, interior architecture, interior design dubai, apartment interior"
Idea Art Interior Design,"Flat 103, buheira bldg., buheira corniche, Sharjah",0000,65735533,65735533,info@idea-art.ae,http://www.idea-art.ae/,Architecture
Idea Art Interior Design,"Office 103, Buheirah building, Al Majaz Area, Shar",0000,00971-6-5735533,00971-6-5735533,info@idea-art.ae,http://www.idea-art.ae,"interior design companies in dubai, interior architecture, interior design dubai, apartment interior"
Idea Art Interior Design,"Flat 103, buheira bldg., buheira corniche, Sharjah",0000,65735533,65735533,info@idea-art.ae,http://www.idea-art.ae/,Architecture
Image Interiors FZE,Sharjah-Hemriyah Free Zone,42507,,,,,Import/ Export/ Trdg. In Interior Design Products and Furniture Catalogues only.
Image Interiors FZE,Sharjah-Hamriyah Free Zone,,,,,,Import/ Export/ Trdg. In Interior Design Products and Furniture Catalogues only.
"Image Works, The",Dubai,60826,04-2829700,04-2829711,,www.theimageworks.ae,Interior Designers & Consultants
Immersion Interior Design LLC,"OASIS CENTER, 3RD FLOOR, OFFICE NO : 71, P.O. BOX",473827,43285200,043285206,immersiondesigns8@gmail.com,http://immersiondesigns.com,"Office fitout companies in Dubai, Office fitout companies in UAE"
Immersion Interior Design LLC – Interior design co,"IMMERSION INTERIOR DESIGN LLC.: OASIS CENTER, 3RD",473827,43285200,043285206,immersiondesigns8@gmail.com,http://immersiondesigns.com,"Commercial Interior Design Company In Dubai, Commercial Fitout Solutions in Dubai, Commercial interi"
Impact Interior Designs LLC,Dubai,20447,04-3389040,04-3389050,, ,Interior Decorators
Impression Decor LLC,Dubai,27113,04-3353448,04-3353456,,,Interior Designers & Consultants
Increative Interior Design,Dubai,95918,04-2580310,04-2580311,, ,Interior Decorators
Indeset Trading & Decoration ServicesLLC,Dubai,52687,04-3348018,04-3368987,,www.stcgroups.com,Interior Designers & Consultants
Indoors Trading Co. LLC,Sharjah,22838,06-5434396,06-5434397,,,Interior Designers & Consultants
Inncreation Interiors LLC,"Dubai, United Arab Emirates",184343,+971 4 2953011,+971 4 2953022,info@inncreation.com,http://inncreation.com,Interior Designing
Inner Space Interior Design LLC,Dubai,118823,04-2666320,04-2669978,,www.innerspace.ae,Interior Designers & Consultants
Innovation Dynamics,Ras Al Khor Industrial Area 2,126880,+971 4 273 3316,+971 4 273 8277,info@innovationdynamics.org,http://www.innovationdynamics.org/,Interior Design
Insight Interior Design,Dubai – Deira,80494,04-2724830,04-2724840,, ,Interior Decorators
Intarch International Interiors LLC,Dubai – Al Quoz,37502,04-3395744,04-3395745,,www.intarchinternational.com,Interior Designers & Consultants
Intelli Design Interiors,Dubai,114447,04-2226777,04-2229006,,www.intelli.ae,Interior Designers & Consultants
Intellidesign Interiors LLC,Dubai,114447,04-2226777,04-2229006,,www.intellidubai.com,Interior Designers & Consultants
Interact International for Interior Decoration LLC,"First Floor, CBD Building, Sheikh Zayed Road, Duba",238605,971 52 857 3743,971 52 857 3743,shane@interactgroupintl.com,http://www.interactgroupintl.com,"restaurant interior design, creative interior design, fit out contractors dubai, restaurant design d"
Interarch,Dubai,46163,04-2236326,04-2272266,, ,Interior Designers & Consultants
Interarch Decoration LLC,Dubai,46163,04-2236326,04-2272266,,,Interior Designers & Consultants
Intercare Ltd,Sharjah- Industrial Area 15,5628,06-5345500,06-5349991,,www.intercare-ltd.com,Interior Designers & Consultants
Interface Interior Decoration LLC,"Al Qusais, Dubai",50848,0557265430,042737129,shefinshamsuddin@gmail.com,http://www.ifaceuae.com,Interior design and decoration
Interior Design Bureau,Al Ain ,80726,03-7642772,03-7669540,, ,Interior Decorators
Interior Design Bureau,Al Ain,80726,03-7642772,03-7669540,,,Interior Decorators
Interior Design Bureau,Al Ain ,80726,03-7642772,03-7669540,, ,Interior Designers & Consultants
Interior Design Companies in Dubai,Dubai Crown Plaza 1101,Dubai,+971 50 2701014,+971 4 351 3952,delprima8@gmail.com,http://delprima.ae/,
Interior Design Companies in UAE – Dreamweaversuae,Murraqabat Street,128798,04 – 2595 900,04 – 2555 921,,http://dreamweaversuae.com/,"interior design companies, interior design dubai"
Interior Design Dubai – BHL Interior Design Dubai,"106,Amani, Al Nahda,Dubai, UAE, http://www.bhlinte",237268,566203452,566203452,bhlinteriordubai@gmail.com,http://www.bhlinterior.com,
Interior Fitout & Interior Designing,"Business Bay Sobha Ivory II-1105, Dubai, United Ar",75635,0565384218,+971-436-39260,amitk@orbissolution.com,http://http://www.orbissolution.com/category/categ,Interior Fitout & Interior Designing
Interior In Dubai,"Business Bay, Dubai",45776,+971502894115,044307290,,http://www.lbc.ae,NTERIOR DESIGN AND FIT OUTS. OFFICE FITOUTS. DRAWINGS AND APPROVALS FROM ANY RELATED AUTHORITIES LIK
Interior Motives FZ LLC,Dubai – Dubai Media City,72434,04-3671150,04-3672556,, ,Interior Designers & Consultants
Interior Selections Furniture & Decor LLC,Dubai,14512,04-3338352,04-3338327,,www.interiorselections.net,Interior Designers & Consultants
Interior design company in Dubai,"OASIS CENTER,  3RD FLOOR, OFFICE NO : 71, P.O. BOX",473827,04-3285200,04-3285206,immersiondesigns@gmail.com,http://www.immersiondesigns.com/,"Corporate Fitout Company In Dubai UAE, Corporate Fitout Companies in Dubai, Corporate interior desig"
Interior dot com,Dubai,5633,04-3327737,04-3327757,,,Interior Designers & Consultants
Interiors,Dubai,325,04-3370116,04-3367657,,www.interiorsfurniture.com,Interior Designers & Consultants
Interiors PCG LLC,"Spectrum Building, Office 108, Level 1",36190,043708944,043708955,,http://www.interiors-pcg.com,"Office Designers Dubai, Office Interiors Dubai, Interior Designer in Dubai,Commercial Office Desig"
Interiors R Us,Dubai,117026,04-3475123,04-3475124,,www.interiorsr.us,Interior Designers & Consultants
Interiors R Us,Dubai – Al Quoz,117026,04-3475123,04-3475124,,www.interiorsr.us,Interior Designers & Consultants
Internal Line Interior Design (LLC),Dubai,49353,04-3407773,04-3407775,,www.ilidinterior.com,Interior Decorators
Internal Line Interior Design (LLC),Dubai,49353,04-3407773,04-3407775,,www.ilidinterior.com,Interior Designers & Consultants
Internal Line Interior Design LLC,Dubai – Al Quoz,49353,04-3407773,04-3407775,,www.ilidinterior.com,Interior Decorators
Inventors Design LLC,Sharjah ,32952,06-5343007,06-5343008,,www.inventorsdesign.com,Interior Decorators
Inventor’s Design LLC,Sharjah,82202,06-5343007,06-5343008,,www.inventordesign.com,Interior Decorators
Ital Creation LLC,Sharjah ,5652,06-5775501,06-5775503,,www.italcreation.com,Interior Designers & Consultants
Ital Creation LLC,Sharjah,5652,06-5775501,06-5775503,,www.italcreation.com,Interior Designers & Consultants
Ital Design,Dubai,33943,04-3346838,04-3346824,,www.italdesign.ae,Interior Decorators
Italdesign,Dubai,33943,04-3346838,04-3346824,,www.italdesign.ae,Interior Designers & Consultants
Italian Design,Abu Dhabi,45913,02-6668897,02-6655540,,www.italiandesign.ae,Interior Designers & Consultants
Italian Design,Abu Dhabi- Khalidiya,45913,02-6668897,02-6655540,,www.italiandesign.ae,Interior Designers & Consultants
J ID Management Consultants FZ LLC,Dubai – Dubai Media City,112206,04-3671846,04-3672670,, ,Interior Designers & Consultants
J.ID MANAGEMENT CONSULTANTS FZ LLC,Dubai-Dubai Media City,,04-3671846,04-3672670,,,"Design Consultants, Project Management, Interior Design, Material & Furniture Sourcing, Budgeting &"
J.ID MANAGEMENT CONSULTANTS FZ LLC,Dubai – Dubai Media City (DMC),,04-3671846,04-3672670,,,"Design Consultants, Project Management, Interior Design, Material & Furniture Sourcing, Budgeting &"
JADIS Interiors,"Courtyard design centre in Al Quoz Dubai, UAE 2417",24178,97143474233,97143474232,allmailsstock@gmail.com,http://jadisinteriors.com/custom-made,interiors design
JADIS Interiors,Courtyard design centre in Al Quoz Dubai,24178,971 4 3474233,971 4 3474232,jadis.dubai.uae@gmail.com,http://,Interior Design
JADIS Interiors,Courtyard design centre in Al Quoz Dubai,24178,971 4 3474233,971 4 3474232,jadis.dubai.uae@gmail.com,http://,Interior Design
JAF painting Company,"JEEL AL FAN PAINT Company, Industrial Area 15 Shar",44437,065443964,065443964,manjunath@jaf.ae,http://www.jaf.ae,"Decorative Painting, Back Painted Glass, Art work, Gypsum Work, Glass Designs, Interior Decorative s"
JANKOVIC INTERIOR,Abu Dhabi,108456,02-6655871,,,,Decor Design And Execution
JIGSAW EXHIBISHION FIXTURES & INTERIOR DESIGN (L.L,Dubai,3835,04-3383195,04-3382245,,,Interior Decoration
JIGSAW EXHIBISHION FIXTURES & INTERIOR DESIGN (L.L,Dubai,3835,04-3383195,04-3382245,,,Exhibition Stand Fitting & Execution
JS Interiors Ltd,Abu Dhabi ,45459,02-6766690,02-6762246,, ,Interior Designers & Consultants
JUBAIL INTERIOR DESIGN & GENERAL MAINTENANCE,Dubai,83850,04-2728783,04-2737891,,,Interior Decoration
Jadis Interiors – Sofa Upholstery Dubai,"Courtyard design centre in Al Quoz Dubai, UAE 2417",24178 Duba,97143474233,97143474232,jadis.dubai.uae@gmail.com,http://jadisinteriors.com/custom-made,Interiors
Joysleep Furniture & Interior Design,Dubai – Bur Dubai,118141,04-3981618,04-3989592,,www.joysleepinternational.com,Interior Designers & Consultants
K C A Intl,Dubai,72103,04-3391343,04-3391303,,www.kca-int.com,Interior Designers & Consultants
K.I.A INTERIOR DESIGN (L.L.C),Dubai,35515,04-3556865,,,,Floor & Wall Tiling Works
K.I.A INTERIOR DESIGN (L.L.C),Dubai,35515,04-3556865,,,,Insulation Contracting
K.I.A INTERIOR DESIGN (L.L.C),Dubai,35515,04-3556865,,,,Interior Decoration
K.I.A INTERIOR DESIGN (L.L.C),Dubai,35515,04-3556865,,,,Electrical Fitting Contracting
K.I.A INTERIOR DESIGN (L.L.C),Dubai,35515,04-3556865,,,,Landscaping Works
K.I.A INTERIOR DESIGN (L.L.C),Dubai,35515,04-3556865,,,,Partitions & False Ceilings Contracting
K.I.A INTERIOR DESIGN (L.L.C),Dubai,35515,04-3556865,,,,Engraving & Ornamentaion Works
K.I.A INTERIOR DESIGN (L.L.C),Dubai,35515,04-3556865,,,,Carpentry & Flooring Contracting
K.N INTERIOR DESIGN (L.L.C),Dubai,49240,04-3527760,04-3527810,,,Floor & Wall Tiling Works
K.N INTERIOR DESIGN (L.L.C),Dubai,49240,04-3527760,04-3527810,,,Interior Decoration
K.N INTERIOR DESIGN (L.L.C),Dubai,49240,04-3527760,04-3527810,,,Engraving & Ornamentaion Works
K.N INTERIOR DESIGN (L.L.C),Dubai,49240,04-3527760,04-3527810,,,Carpentry & Flooring Contracting
K.N INTERIOR DESIGN (L.L.C),Dubai,49240,04-3527760,04-3527810,,,Partitions & False Ceilings Contracting
K.N INTERIOR DESIGN (L.L.C),Dubai,49240,04-3527760,04-3527810,,,Painting Contracting
KANZ INTERIORS,"PO BOX : 83374 SHOPE NO:09,  K:11 GREECE, INTERNAT",83374,0503454689,info@kanzinteriors.a,kanzinteriors@gmail.com,http://kanzinteriors.ae/,Interior Designer and Architechture
KCA International,Dubai – Al Quoz,72103,04-3391343,04-3391303,,www.kca-int.com,Interior Designers & Consultants
KENNEDY & HIGGENS,"ALQUOZ 4, Dubai,UAE",939898,04-2225042,04-2246890,info@kennedyhiggens.net,http://www.kennedyhiggens.net,Turnkey Interior Design Consultants
KENNETH LAIDER DESIGN FZ LLC,Dubai-Dubai Media City,,04-3911805,04-3916647,,,Interior Design Consultant
KENNETH LAIDER DESIGN FZ LLC,Dubai – Dubai Media City (DMC),,04-3911805,04-3916647,,,Interior Design Consultant
KM Decoration LLC,"S-18, F-16, China Cluster, International City, Dub",379048,+971-4 -4238088,+971-4 -4238088,decorationdubai@gmail.com,http://www.kmdecoration.com,"Interior Designing, Interior Decoration, Interiors"
KN Interior Designs LLC,Dubai,49240,04-3978599,04-3978570,, ,Interior Decorators
KPS,"12A Damac Business Tower,  Business Bay",111727,0097144238100,0097143608055,,http://www.kpsworld.com,"Interior Construction, Interior Design"
KSCo. Doors & Interiors LLC,Dubai,37867,04-3405770,04-3405771,,,Interior Designers & Consultants
Karani Interior Decorators,Dubai,6214,04-3390900,04-3390401,,,Interior Designers & Consultants
Khalid Sabbagh,Abu Dhabi- Najda Street,47409,02-6416234,02-6414449,, ,Interior Designers & Consultants
Kinnarps of Sweden Co. LLC,Dubai – Bur Dubai,111727,04-3595501,04-3595502,,www.kinnarps.ae,Interior Designers & Consultants
Kocache Decoration & Contracting,Abu Dhabi- Khalidiya,44157,02-6812512,02-6812545,, ,Interior Designers & Consultants
Kocache Enterprises,Dubai – Sh Zayed Road,122535,04-3318554,04-3318557,, ,Interior Designers & Consultants
Kottoor International LLC,Dubai – Ras Al Khor,117367,04-3336471,04-3336472,, ,Interior Designers & Consultants
L W DESIGN GROUP (L.L.C),Dubai,74656,04-3444000,04-3442234,,,Interior Decoration
L W Design Group,Dubai,74656,04-3444000,04-3442234,,www.lwdesigngroup.com,Interior Designers & Consultants
LAING ABU DHABI LLC,Abu Dhabi-Mussafah,27658,02-5510774,02-5510776,,www.lainginterior.com,Furniture – Designers & Custom Builders
